NC_009925,Acaryochloris marina
NC_016026,Micavibrio aeruginosavorus
NC_020812,Micavibrio aeruginosavorus
NC_015125,Microbacterium testaceum
NC_012803,Micrococcus luteus
NC_019738,Microcoleus sp. PCC 7113
NC_010296,Microcystis aeruginosa
NC_015635,Microlunatus phosphovorus
NC_014391,Micromonospora aurantiaca
NC_014815,Micromonospora sp. L5
NC_014246,Mobiluncus curtisii
NC_017955,Modestobacter marinus
NC_007644,Moorella thermoacetica
NC_014147,Moraxella catarrhalis
NC_020418,Morganella morganii
NC_015945,Muricauda ruestringensis
NC_010397,Mycobacterium abscessus
NC_018150,Mycobacterium abscessus
NC_021282,Mycobacterium abscessus
NC_015758,Mycobacterium africanum
NC_008595,Mycobacterium avium
NC_021200,Mycobacterium avium
NC_002944,Mycobacterium avium
NC_008769,Mycobacterium bovis
NC_012207,Mycobacterium bovis
NC_020245,Mycobacterium bovis
NC_016804,Mycobacterium bovis
NC_002945,Mycobacterium bovis
NC_015848,Mycobacterium canettii
NC_019950,Mycobacterium canettii
NC_019951,Mycobacterium canettii
NC_019952,Mycobacterium canettii
NC_019965,Mycobacterium canettii
NC_018027,Mycobacterium chubuense
NC_009338,Mycobacterium gilvum
NC_014814,Mycobacterium gilvum
NC_018612,Mycobacterium indicus pranii
NC_016946,Mycobacterium intracellulare
NC_016947,Mycobacterium intracellulare
NC_016948,Mycobacterium intracellulare
NC_022663,Mycobacterium kansasii
NC_011896,Mycobacterium leprae
NC_002677,Mycobacterium leprae
NC_020133,Mycobacterium liflandii
NC_010612,Mycobacterium marinum
NC_023036,Mycobacterium neoaurum
NC_016604,Mycobacterium rhodesiae
NC_019966,Mycobacterium smegmatis
NC_018289,Mycobacterium smegmatis
NC_008596,Mycobacterium smegmatis
NC_015576,Mycobacterium sp. JDM601
NC_009077,Mycobacterium sp. JLS
NC_008705,Mycobacterium sp. KMS
NC_008146,Mycobacterium sp. MCS
NC_017904,Mycobacterium sp. MOTT36Y
NC_009525,Mycobacterium tuberculosis
NC_009565,Mycobacterium tuberculosis
NC_012943,Mycobacterium tuberculosis
NC_017522,Mycobacterium tuberculosis
NC_017523,Mycobacterium tuberculosis
NC_017524,Mycobacterium tuberculosis
NC_018078,Mycobacterium tuberculosis
NC_020089,Mycobacterium tuberculosis
NC_021054,Mycobacterium tuberculosis
NC_021194,Mycobacterium tuberculosis
NC_021251,Mycobacterium tuberculosis
NC_016768,Mycobacterium tuberculosis
NC_016934,Mycobacterium tuberculosis
NC_020559,Mycobacterium tuberculosis
NC_021192,Mycobacterium tuberculosis
NC_021193,Mycobacterium tuberculosis
NC_022350,Mycobacterium tuberculosis
NC_021740,Mycobacterium tuberculosis
NC_018143,Mycobacterium tuberculosis
NC_000962,Mycobacterium tuberculosis
NC_002755,Mycobacterium tuberculosis
NC_008611,Mycobacterium ulcerans
NC_008726,Mycobacterium vanbaalenii
NC_021715,Mycobacterium yongonense
NC_009497,Mycoplasma agalactiae
NC_013948,Mycoplasma agalactiae
NC_011025,Mycoplasma arthritidis
NC_015725,Mycoplasma bovis
NC_018077,Mycoplasma bovis
NC_014760,Mycoplasma bovis
NC_007633,Mycoplasma capricolum
NC_012806,Mycoplasma conjunctivae
NC_014014,Mycoplasma crocodyli
NC_019949,Mycoplasma cynos
NC_021002,Mycoplasma fermentans
NC_014552,Mycoplasma fermentans
NC_014921,Mycoplasma fermentans
NC_017502,Mycoplasma gallisepticum
NC_017503,Mycoplasma gallisepticum
NC_018406,Mycoplasma gallisepticum
NC_018407,Mycoplasma gallisepticum
NC_018408,Mycoplasma gallisepticum
NC_018409,Mycoplasma gallisepticum
NC_018410,Mycoplasma gallisepticum
NC_018411,Mycoplasma gallisepticum
NC_018412,Mycoplasma gallisepticum
NC_018413,Mycoplasma gallisepticum
NC_004829,Mycoplasma gallisepticum
NC_023030,Mycoplasma gallisepticum
NC_018495,Mycoplasma genitalium
NC_018496,Mycoplasma genitalium
NC_018497,Mycoplasma genitalium
NC_018498,Mycoplasma genitalium
NC_000908,Mycoplasma genitalium
NC_016638,Mycoplasma haemocanis
NC_017520,Mycoplasma haemofelis
NC_014970,Mycoplasma haemofelis
NC_013511,Mycoplasma hominis
NC_017509,Mycoplasma hyopneumoniae
NC_006360,Mycoplasma hyopneumoniae
NC_021283,Mycoplasma hyopneumoniae
NC_021831,Mycoplasma hyopneumoniae
NC_007295,Mycoplasma hyopneumoniae
NC_007332,Mycoplasma hyopneumoniae
NC_014448,Mycoplasma hyorhinis
NC_016829,Mycoplasma hyorhinis
NC_017519,Mycoplasma hyorhinis
NC_019552,Mycoplasma hyorhinis
NC_022807,Mycoplasma hyorhinis
NC_017521,Mycoplasma leachii
NC_014751,Mycoplasma leachii
NC_006908,Mycoplasma mobile
NC_021025,Mycoplasma mycoides
NC_015431,Mycoplasma mycoides
NC_005364,Mycoplasma mycoides
NC_001382,Mycoplasma mycoides
NC_023062,Mycoplasma ovis
NC_022575,Mycoplasma parvum
NC_004432,Mycoplasma penetrans
NC_016807,Mycoplasma pneumoniae
NC_017504,Mycoplasma pneumoniae
NC_020076,Mycoplasma pneumoniae
NC_000912,Mycoplasma pneumoniae
NC_002771,Mycoplasma pulmonis
NC_015946,Mycoplasma putrefaciens
NC_021083,Mycoplasma putrefaciens
NC_015153,Mycoplasma suis
NC_015155,Mycoplasma suis
NC_007294,Mycoplasma synoviae
NC_018149,Mycoplasma wenyonii
NC_015711,Myxococcus fulvus
NC_020126,Myxococcus stipitatus
NC_008095,Myxococcus xanthus
NC_013235,Nakamurella multipartita
NC_010718,Natranaerobius thermophilus
NC_012115,Nautilia profundicola
NC_011035,Neisseria gonorrhoeae
NC_017511,Neisseria gonorrhoeae
NC_022240,Neisseria gonorrhoeae
NC_002946,Neisseria gonorrhoeae
NC_014752,Neisseria lactamica
NC_008767,Neisseria meningitidis
NC_010120,Neisseria meningitidis
NC_013016,Neisseria meningitidis
NC_017501,Neisseria meningitidis
NC_017505,Neisseria meningitidis
NC_017512,Neisseria meningitidis
NC_017513,Neisseria meningitidis
NC_017514,Neisseria meningitidis
NC_017515,Neisseria meningitidis
NC_017516,Neisseria meningitidis
NC_017517,Neisseria meningitidis
NC_017518,Neisseria meningitidis
NC_003112,Neisseria meningitidis
NC_003116,Neisseria meningitidis
NC_013009,Neorickettsia risticii
NC_007798,Neorickettsia sennetsu
NC_016609,Niastella koreensis
NC_014935,Nitratifractor salsuginis
NC_009662,Nitratiruptor sp. SB155-2
NC_007964,Nitrobacter hamburgensis
NC_007406,Nitrobacter winogradskyi
NC_013960,Nitrosococcus halophilus
NC_007484,Nitrosococcus oceani
NC_014315,Nitrosococcus watsonii
NC_004757,Nitrosomonas europaea
NC_008344,Nitrosomonas eutropha
NC_015222,Nitrosomonas sp. AL212
NC_015731,Nitrosomonas sp. Is79A3
NC_007614,Nitrosospira multiformis
NC_018681,Nocardia brasiliensis
NC_016887,Nocardia cyriacigeorgica
NC_006361,Nocardia farcinica
NC_008699,Nocardioides sp. JS614
NC_018524,Nocardiopsis alba
NC_014210,Nocardiopsis dassonvillei
NC_014211,Nocardiopsis dassonvillei
NC_020156,Nonlabens dokdonensis
NC_010628,Nostoc punctiforme
NC_019676,Nostoc sp. PCC 7107
NC_003272,Nostoc sp. PCC 7120
NC_019684,Nostoc sp. PCC 7524
NC_007794,Novosphingobium aromaticivorans
NC_015580,Novosphingobium sp. PP1Y
NC_016745,Oceanimonas sp. GK1
NC_014761,Oceanithermus profundus
NC_004193,Oceanobacillus iheyensis
NC_009667,Ochrobactrum anthropi
NC_009668,Ochrobactrum anthropi
NC_020911,Octadecabacter antarcticus
NC_020908,Octadecabacter arcticus
NC_015160,Odoribacter splanchnicus
NC_008528,Oenococcus oeni
NC_011386,Oligotropha carboxidovorans
NC_015684,Oligotropha carboxidovorans
NC_017538,Oligotropha carboxidovorans
NC_014363,Olsenella uli
NC_005303,Onion yellows phytoplasma
NC_010571,Opitutus terrae
NC_009488,Orientia tsutsugamushi
NC_010793,Orientia tsutsugamushi
NC_018016,Ornithobacterium rhinotracheale
NC_019693,Oscillatoria acuminata
NC_019729,Oscillatoria nigro-viridis
NC_016048,Oscillibacter valericigenes
NC_016599,Owenweeksia hongkongensis
NC_023134,Paenibacillus larvae
NC_015690,Paenibacillus mucilaginosus
NC_016935,Paenibacillus mucilaginosus
NC_017672,Paenibacillus mucilaginosus
NC_017542,Paenibacillus polymyxa
NC_014483,Paenibacillus polymyxa
NC_014622,Paenibacillus polymyxa
NC_023037,Paenibacillus polymyxa
NC_012914,Paenibacillus sp. JDR-2
NC_013406,Paenibacillus sp. Y412MC10
NC_016641,Paenibacillus terrae
NC_014734,Paludibacter propionicigenes
NC_022904,Pandoraea pnomenusa
NC_013956,Pantoea ananatis
NC_016816,Pantoea ananatis
NC_017531,Pantoea ananatis
NC_017554,Pantoea ananatis
NC_014837,Pantoea sp. At-9b
NC_014562,Pantoea vagans
NC_009615,Parabacteroides distasonis
NC_015702,Parachlamydia acanthamoebae
NC_022041,Paracoccus aminophilus
NC_008686,Paracoccus denitrificans
NC_008687,Paracoccus denitrificans
NC_009719,Parvibaculum lavamentivorans
NC_014414,Parvularcula bermudensis
NC_017764,Pasteurella multocida
NC_002663,Pasteurella multocida
NC_016808,Pasteurella multocida
NC_017027,Pasteurella multocida
NC_004547,Pectobacterium atrosepticum
NC_012917,Pectobacterium carotovorum
NC_018525,Pectobacterium carotovorum
NC_017845,Pectobacterium sp. SCC3193
NC_013421,Pectobacterium wasabiae
NC_016605,Pediococcus claussenii
NC_008525,Pediococcus pentosaceus
NC_022780,Pediococcus pentosaceus
NC_013061,Pedobacter heparinus
NC_015177,Pedobacter saltans
NC_016078,Pelagibacterium halotolerans
NC_007498,Pelobacter carbinolicus
NC_008609,Pelobacter propionicus
NC_007512,Pelodictyon luteolum
NC_011060,Pelodictyon phaeoclathratiforme
NC_009454,Pelotomaculum thermopropionicum
NC_013315,Peptoclostridium difficile
NC_013316,Peptoclostridium difficile
NC_017177,Peptoclostridium difficile
NC_017175,Peptoclostridium difficile
NC_017179,Peptoclostridium difficile
NC_017178,Peptoclostridium difficile
NC_009089,Peptoclostridium difficile
NC_012440,Persephonella marina
NC_010003,Petrotoga mobilis
NC_018286,Phaeobacter gallaeciensis
NC_023137,Phaeobacter gallaeciensis
NC_018290,Phaeobacter inhibens
NC_011144,Phenylobacterium zucineum
NC_006371,Photobacterium profundum
NC_006370,Photobacterium profundum
NC_012962,Photorhabdus asymbiotica
NC_005126,Photorhabdus luminescens
NC_017080,Phycisphaera mikurensis
NC_013720,Pirellula staleyi
NC_015174,Planctomyces brasiliensis
NC_014148,Planctomyces limnophilus
NC_022546,Plautia stali symbiont
NC_019689,Pleurocapsa minor
NC_020830,Polaribacter sp. MED152
NC_008781,Polaromonas naphthalenivorans
NC_007948,Polaromonas sp. JS666
NC_015259,Polymorphum gilvum
NC_009379,Polynucleobacter necessarius
NC_010531,Polynucleobacter necessarius
NC_015501,Porphyromonas asaccharolytica
NC_002950,Porphyromonas gingivalis
NC_015571,Porphyromonas gingivalis
NC_010729,Porphyromonas gingivalis
NC_019960,Prevotella dentalis
NC_019968,Prevotella dentalis
NC_015311,Prevotella denticola
NC_017860,Prevotella intermedia
NC_017861,Prevotella intermedia
NC_014370,Prevotella melaninogenica
NC_014371,Prevotella melaninogenica
NC_014033,Prevotella ruminicola
NC_022124,Prevotella sp. oral taxon 299
NC_008817,Prochlorococcus marinus
NC_008816,Prochlorococcus marinus
NC_008820,Prochlorococcus marinus
NC_008819,Prochlorococcus marinus
NC_009091,Prochlorococcus marinus
NC_009840,Prochlorococcus marinus
NC_009976,Prochlorococcus marinus
NC_007335,Prochlorococcus marinus
NC_005042,Prochlorococcus marinus
NC_005072,Prochlorococcus marinus
NC_005071,Prochlorococcus marinus
NC_007577,Prochlorococcus marinus
NC_019395,Propionibacterium acidipropionici
NC_014039,Propionibacterium acnes
NC_016511,Propionibacterium acnes
NC_016512,Propionibacterium acnes
NC_016516,Propionibacterium acnes
NC_017534,Propionibacterium acnes
NC_017550,Propionibacterium acnes
NC_017535,Propionibacterium acnes
NC_021085,Propionibacterium acnes
NC_006085,Propionibacterium acnes
NC_018707,Propionibacterium acnes
NC_021064,Propionibacterium avidum
NC_014215,Propionibacterium freudenreichii
NC_018142,Propionibacterium propionicum
NC_011059,Prosthecochloris aestuarii
NC_010554,Proteus mirabilis
NC_022000,Proteus mirabilis
NC_017731,Providencia stuartii
NC_019701,Pseudanabaena sp. PCC 7367
NC_008228,Pseudoalteromonas atlantica
NC_007482,Pseudoalteromonas haloplanktis
NC_007481,Pseudoalteromonas haloplanktis
NC_014800,Pseudoalteromonas sp. SM9913
NC_014803,Pseudoalteromonas sp. SM9913
NC_016002,Pseudogulbenkiania sp. NH8B
NC_008463,Pseudomonas aeruginosa
NC_009656,Pseudomonas aeruginosa
NC_011770,Pseudomonas aeruginosa
NC_017548,Pseudomonas aeruginosa
NC_020912,Pseudomonas aeruginosa
NC_021577,Pseudomonas aeruginosa
NC_017549,Pseudomonas aeruginosa
NC_018080,Pseudomonas aeruginosa
NC_022806,Pseudomonas aeruginosa
NC_022808,Pseudomonas aeruginosa
NC_023019,Pseudomonas aeruginosa
NC_023066,Pseudomonas aeruginosa
NC_023149,Pseudomonas aeruginosa
NC_002516,Pseudomonas aeruginosa
NC_015379,Pseudomonas brassicacearum
NC_020829,Pseudomonas denitrificans
NC_008027,Pseudomonas entomophila
NC_012660,Pseudomonas fluorescens
NC_007492,Pseudomonas fluorescens
NC_017911,Pseudomonas fluorescens
NC_016830,Pseudomonas fluorescens
NC_015556,Pseudomonas fulva
NC_009439,Pseudomonas mendocina
NC_015410,Pseudomonas mendocina
NC_023075,Pseudomonas monteilii
NC_023076,Pseudomonas monteilii
NC_020209,Pseudomonas poae
NC_021237,Pseudomonas protegens
NC_004129,Pseudomonas protegens
NC_010322,Pseudomonas putida
NC_010501,Pseudomonas putida
NC_015733,Pseudomonas putida
NC_017530,Pseudomonas putida
NC_017986,Pseudomonas putida
NC_018220,Pseudomonas putida
NC_019905,Pseudomonas putida
NC_002947,Pseudomonas putida
NC_021505,Pseudomonas putida
NC_021491,Pseudomonas putida
NC_009512,Pseudomonas putida
NC_005773,Pseudomonas savastanoi
NC_023064,Pseudomonas sp. TKP
NC_019670,Pseudomonas sp. UW4
NC_022738,Pseudomonas sp. VLB120
NC_017532,Pseudomonas stutzeri
NC_018028,Pseudomonas stutzeri
NC_018177,Pseudomonas stutzeri
NC_015740,Pseudomonas stutzeri
NC_019936,Pseudomonas stutzeri
NC_009434,Pseudomonas stutzeri
NC_007005,Pseudomonas syringae
NC_004578,Pseudomonas syringae group genomosp. 3
NC_015312,Pseudonocardia dioxanivorans
NC_016642,Pseudovibrio sp. FO-BEG1
NC_016147,Pseudoxanthomonas spadix
NC_014924,Pseudoxanthomonas suwonensis
NC_007204,Psychrobacter arcticus
NC_007969,Psychrobacter cryohalolentis
NC_021661,Psychrobacter sp. G
NC_009524,Psychrobacter sp. PRwf-1
NC_018721,Psychroflexus torquis
NC_008709,Psychromonas ingrahamii
NC_020802,Psychromonas sp. CNPT3
NC_015458,Pusillimonas sp. T7-7
NC_017047,Rahnella aquatilis
NC_016818,Rahnella aquatilis
NC_015061,Rahnella sp. Y9602
NC_012856,Ralstonia pickettii
NC_012857,Ralstonia pickettii
NC_010678,Ralstonia pickettii
NC_010682,Ralstonia pickettii
NC_022513,Ralstonia pickettii
NC_022514,Ralstonia pickettii
NC_022515,Ralstonia pickettii
NC_017574,Ralstonia solanacearum
NC_003295,Ralstonia solanacearum
NC_014307,Ralstonia solanacearum
NC_017559,Ralstonia solanacearum
NC_020799,Ralstonia solanacearum
NC_014311,Ralstonia solanacearum
NC_015677,Ramlibacter tataouinensis
NC_021066,Raoultella ornithinolytica
NC_010168,Renibacterium salmoninarum
NC_010994,Rhizobium etli
NC_007761,Rhizobium etli
NC_021905,Rhizobium etli
NC_008380,Rhizobium leguminosarum
NC_011369,Rhizobium leguminosarum
NC_012850,Rhizobium leguminosarum
NC_022535,Rhizobium sp. IRBG74
NC_022545,Rhizobium sp. IRBG74
NC_020059,Rhizobium tropici
NC_020541,Rhodanobacter denitrificans
NC_014034,Rhodobacter capsulatus
NC_009049,Rhodobacter sphaeroides
NC_009050,Rhodobacter sphaeroides
NC_009428,Rhodobacter sphaeroides
NC_011958,Rhodobacter sphaeroides
NC_011963,Rhodobacter sphaeroides
NC_007493,Rhodobacter sphaeroides
NC_007494,Rhodobacter sphaeroides
NC_012490,Rhodococcus erythropolis
NC_022115,Rhodococcus erythropolis
NC_014659,Rhodococcus hoagii
NC_008268,Rhodococcus jostii
NC_012522,Rhodococcus opacus
NC_023150,Rhodococcus pyridinivorans
NC_007908,Rhodoferax ferrireducens
NC_014664,Rhodomicrobium vannielii
NC_005027,Rhodopirellula baltica
NC_007778,Rhodopseudomonas palustris
NC_007925,Rhodopseudomonas palustris
NC_007958,Rhodopseudomonas palustris
NC_008435,Rhodopseudomonas palustris
NC_011004,Rhodopseudomonas palustris
NC_005296,Rhodopseudomonas palustris
NC_014834,Rhodopseudomonas palustris
NC_011420,Rhodospirillum centenum
NC_017059,Rhodospirillum photometricum
NC_017584,Rhodospirillum rubrum
NC_007643,Rhodospirillum rubrum
NC_015966,Rhodothermus marinus
NC_013501,Rhodothermus marinus
NC_012633,Rickettsia africae
NC_009881,Rickettsia akari
NC_017058,Rickettsia australis
NC_009883,Rickettsia bellii
NC_007940,Rickettsia bellii
NC_016929,Rickettsia canadensis
NC_009879,Rickettsia canadensis
NC_003103,Rickettsia conorii
NC_007109,Rickettsia felis
NC_015866,Rickettsia heilongjiangensis
NC_016050,Rickettsia japonica
NC_016931,Rickettsia massiliae
NC_009900,Rickettsia massiliae
NC_017043,Rickettsia montanensis
NC_017044,Rickettsia parkeri
NC_012730,Rickettsia peacockii
NC_016930,Rickettsia philipii
NC_017048,Rickettsia prowazekii
NC_017049,Rickettsia prowazekii
NC_017050,Rickettsia prowazekii
NC_017051,Rickettsia prowazekii
NC_017056,Rickettsia prowazekii
NC_017057,Rickettsia prowazekii
NC_017560,Rickettsia prowazekii
NC_020992,Rickettsia prowazekii
NC_020993,Rickettsia prowazekii
NC_000963,Rickettsia prowazekii
NC_017042,Rickettsia rhipicephali
NC_009882,Rickettsia rickettsii
NC_016908,Rickettsia rickettsii
NC_016909,Rickettsia rickettsii
NC_016911,Rickettsia rickettsii
NC_016913,Rickettsia rickettsii
NC_016914,Rickettsia rickettsii
NC_016915,Rickettsia rickettsii
NC_010263,Rickettsia rickettsii
NC_016639,Rickettsia slovaca
NC_017065,Rickettsia slovaca
NC_017066,Rickettsia typhi
NC_017062,Rickettsia typhi
NC_006142,Rickettsia typhi
NC_017569,Riemerella anatipestifer
NC_018609,Riemerella anatipestifer
NC_020125,Riemerella anatipestifer
NC_014738,Riemerella anatipestifer
NC_017045,Riemerella anatipestifer
NC_019678,Rivularia sp. PCC 7116
NC_013222,Robiginitalea biformata
NC_015977,Roseburia hominis
NC_009767,Roseiflexus castenholzii
NC_009523,Roseiflexus sp. RS-1
NC_008209,Roseobacter denitrificans
NC_015730,Roseobacter litoralis
NC_014643,Rothia dentocariosa
NC_013715,Rothia mucilaginosa
NC_017075,Rubrivivax gelatinosus
NC_008148,Rubrobacter xylanophilus
NC_003911,Ruegeria pomeroyi
NC_008044,Ruegeria sp. TM1040
NC_017304,Ruminiclostridium thermocellum
NC_009012,Ruminiclostridium thermocellum
NC_014833,Ruminococcus albus
NC_021039,Ruminococcus champanellensis
NC_015703,Runella slithyformis
NC_013159,Saccharomonospora viridis
NC_007912,Saccharophagus degradans
NC_009142,Saccharopolyspora erythraea
NC_019673,Saccharothrix espanaensis
NC_014032,Salinibacter ruber
NC_007677,Salinibacter ruber
NC_009953,Salinispora arenicola
NC_009380,Salinispora tropica
NC_015761,Salmonella bongori
NC_021870,Salmonella bongori
NC_010067,Salmonella enterica
NC_010102,Salmonella enterica
NC_011080,Salmonella enterica
NC_011083,Salmonella enterica
NC_011094,Salmonella enterica
NC_011149,Salmonella enterica
NC_011147,Salmonella enterica
NC_011205,Salmonella enterica
NC_011274,Salmonella enterica
NC_011294,Salmonella enterica
NC_012125,Salmonella enterica
NC_016856,Salmonella enterica
NC_016810,Salmonella enterica
NC_016831,Salmonella enterica
NC_016860,Salmonella enterica
NC_016863,Salmonella enterica
NC_016857,Salmonella enterica
NC_017046,Salmonella enterica
NC_017623,Salmonella enterica
NC_020307,Salmonella enterica
NC_021151,Salmonella enterica
NC_021176,Salmonella enterica
NC_021902,Salmonella enterica
NC_021984,Salmonella enterica
NC_006511,Salmonella enterica
NC_016832,Salmonella enterica
NC_022569,Salmonella enterica
NC_021810,Salmonella enterica
NC_021820,Salmonella enterica
NC_021844,Salmonella enterica
NC_021812,Salmonella enterica
NC_021814,Salmonella enterica
NC_021818,Salmonella enterica
NC_022544,Salmonella enterica
NC_022525,Salmonella enterica
NC_022991,Salmonella enterica
NC_022221,Salmonella enterica
NC_003197,Salmonella enterica
NC_003198,Salmonella enterica
NC_004631,Salmonella enterica
NC_006905,Salmonella enterica
NC_013521,Sanguibacter keddieii
NC_016940,Saprospira grandis
NC_013517,Sebaldella termitidis
NC_014168,Segniliparus rotundus
NC_017068,Selenomonas ruminantium
NC_015437,Selenomonas sputigena
NC_021741,Serratia liquefaciens
NC_020211,Serratia marcescens
NC_020064,Serratia marcescens
NC_015567,Serratia plymuthica
NC_021591,Serratia plymuthica
NC_021659,Serratia plymuthica
NC_009832,Serratia proteamaculans
NC_015566,Serratia sp. AS12
NC_017573,Serratia sp. AS13
NC_016632,Serratia symbiotica
NC_008700,Shewanella amazonensis
NC_009665,Shewanella baltica
NC_009997,Shewanella baltica
NC_011663,Shewanella baltica
NC_017571,Shewanella baltica
NC_017579,Shewanella baltica
NC_009052,Shewanella baltica
NC_016901,Shewanella baltica
NC_007954,Shewanella denitrificans
NC_008345,Shewanella frigidimarina
NC_010334,Shewanella halifaxensis
NC_009092,Shewanella loihica
NC_004347,Shewanella oneidensis
NC_009901,Shewanella pealeana
NC_011566,Shewanella piezotolerans
NC_009438,Shewanella putrefaciens
NC_017566,Shewanella putrefaciens
NC_009831,Shewanella sediminis
NC_008577,Shewanella sp. ANA-3
NC_008321,Shewanella sp. MR-4
NC_008322,Shewanella sp. MR-7
NC_008750,Shewanella sp. W3-18-1
NC_014012,Shewanella violacea
NC_010506,Shewanella woodyi
NC_010658,Shigella boydii
NC_007613,Shigella boydii
NC_007606,Shigella dysenteriae
NC_008258,Shigella flexneri
NC_017328,Shigella flexneri
NC_004741,Shigella flexneri
NC_004337,Shigella flexneri
NC_016822,Shigella sonnei
NC_007384,Shigella sonnei
NC_017910,Shimwellia blattae
NC_013959,Sideroxydans lithotrophicus
NC_018868,Simiduia agarivorans
NC_015713,Simkania negevensis
NC_019892,Singulisphaera acidiphila
NC_012587,Sinorhizobium fredii
NC_016812,Sinorhizobium fredii
NC_018000,Sinorhizobium fredii
NC_009636,Sinorhizobium medicae
NC_017322,Sinorhizobium meliloti
NC_017325,Sinorhizobium meliloti
NC_018700,Sinorhizobium meliloti
NC_019845,Sinorhizobium meliloti
NC_020528,Sinorhizobium meliloti
NC_003047,Sinorhizobium meliloti
NC_015590,Sinorhizobium meliloti
NC_015591,Sinorhizobium meliloti
NC_015596,Sinorhizobium meliloti
NC_013165,Slackia heliotrinireducens
NC_007712,Sodalis glossinidius
NC_018065,Solibacillus silvestris
NC_017770,Solitalea canadensis
NC_010162,Sorangium cellulosum
NC_021658,Sorangium cellulosum
NC_013523,Sphaerobacter thermophilus
NC_013524,Sphaerobacter thermophilus
NC_015436,Sphaerochaeta coccoides
NC_015152,Sphaerochaeta globosa
NC_016633,Sphaerochaeta pleomorpha
NC_015277,Sphingobacterium sp. 21
NC_015593,Sphingobium chlorophenolicum
NC_015594,Sphingobium chlorophenolicum
NC_014006,Sphingobium japonicum
NC_014013,Sphingobium japonicum
NC_015976,Sphingobium sp. SYK-6
NC_020561,Sphingomonas sp. MM-1
NC_009511,Sphingomonas wittichii
NC_008048,Sphingopyxis alaskensis
NC_021291,Spiribacter salinus
NC_022664,Spiribacter sp. UAH-SP71
NC_017098,Spirochaeta africana
NC_014364,Spirochaeta smaragdinae
NC_023035,Spirochaeta sp. L21-RPul-D2
NC_017583,Spirochaeta thermophila
NC_014484,Spirochaeta thermophila
NC_022998,Spiroplasma apis
NC_021280,Spiroplasma chrysopicola
NC_021833,Spiroplasma diminutum
NC_021284,Spiroplasma syrphidicola
NC_021846,Spiroplasma taiwanense
NC_013730,Spirosoma linguale
NC_013947,Stackebrandtia nassauensis
NC_019748,Stanieria cyanosphaera
NC_007793,Staphylococcus aureus
NC_009487,Staphylococcus aureus
NC_009782,Staphylococcus aureus
NC_013450,Staphylococcus aureus
NC_017343,Staphylococcus aureus
NC_017342,Staphylococcus aureus
NC_017347,Staphylococcus aureus
NC_017351,Staphylococcus aureus
NC_017763,Staphylococcus aureus
NC_017333,Staphylococcus aureus
NC_017349,Staphylococcus aureus
NC_020529,Staphylococcus aureus
NC_020532,Staphylococcus aureus
NC_020533,Staphylococcus aureus
NC_020536,Staphylococcus aureus
NC_020537,Staphylococcus aureus
NC_020564,Staphylococcus aureus
NC_020566,Staphylococcus aureus
NC_020568,Staphylococcus aureus
NC_021059,Staphylococcus aureus
NC_009632,Staphylococcus aureus
NC_009641,Staphylococcus aureus
NC_016912,Staphylococcus aureus
NC_016928,Staphylococcus aureus
NC_021554,Staphylococcus aureus
NC_022113,Staphylococcus aureus
NC_003923,Staphylococcus aureus
NC_002745,Staphylococcus aureus
NC_002758,Staphylococcus aureus
NC_010079,Staphylococcus aureus
NC_017341,Staphylococcus aureus
NC_017673,Staphylococcus aureus
NC_017331,Staphylococcus aureus
NC_017338,Staphylococcus aureus
NC_016941,Staphylococcus aureus
NC_017337,Staphylococcus aureus
NC_018608,Staphylococcus aureus
NC_021670,Staphylococcus aureus
NC_017340,Staphylococcus aureus
NC_022222,Staphylococcus aureus
NC_022226,Staphylococcus aureus
NC_022442,Staphylococcus aureus
NC_022443,Staphylococcus aureus
NC_022604,Staphylococcus aureus
NC_007795,Staphylococcus aureus
NC_002952,Staphylococcus aureus
NC_002953,Staphylococcus aureus
NC_002951,Staphylococcus aureus
NC_007622,Staphylococcus aureus
NC_012121,Staphylococcus carnosus
NC_002976,Staphylococcus epidermidis
NC_004461,Staphylococcus epidermidis
NC_007168,Staphylococcus haemolyticus
NC_017353,Staphylococcus lugdunensis
NC_013893,Staphylococcus lugdunensis
NC_022737,Staphylococcus pasteuri
NC_017568,Staphylococcus pseudintermedius
NC_014925,Staphylococcus pseudintermedius
NC_007350,Staphylococcus saprophyticus
NC_020164,Staphylococcus warneri
NC_014217,Starkeya novella
NC_010943,Stenotrophomonas maltophilia
NC_011071,Stenotrophomonas maltophilia
NC_015947,Stenotrophomonas maltophilia
NC_017671,Stenotrophomonas maltophilia
NC_014623,Stigmatella aurantiaca
NC_013515,Streptobacillus moniliformis
NC_018646,Streptococcus agalactiae
NC_019048,Streptococcus agalactiae
NC_021195,Streptococcus agalactiae
NC_004368,Streptococcus agalactiae
NC_021485,Streptococcus agalactiae
NC_021486,Streptococcus agalactiae
NC_021507,Streptococcus agalactiae
NC_004116,Streptococcus agalactiae
NC_007432,Streptococcus agalactiae
NC_022239,Streptococcus anginosus
NC_022244,Streptococcus anginosus
NC_022236,Streptococcus constellatus
NC_022238,Streptococcus constellatus
NC_022245,Streptococcus constellatus
NC_012891,Streptococcus dysgalactiae
NC_018712,Streptococcus dysgalactiae
NC_017567,Streptococcus dysgalactiae
NC_019042,Streptococcus dysgalactiae
NC_022532,Streptococcus dysgalactiae
